Booking_ID,Hotel_Type,Hotel_Location,Booking_Date,Arrival_Date,Lead_Time_Days,Weekend_Nights,Weekday_Nights,Adults,Children,Babies,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings,Room_Type_Reserved,Room_Type_Assigned,Booking_Changes,Deposit_Type,Agent_ID,Company_ID,Days_In_Waiting_List,Customer_Type,Meal_Type,Total_Nights,ADR,Required_Car_Parking_Spaces,Total_Special_Requests,Satisfaction_Score,Reservation_Status,Is_Canceled,Reservation_Status_Date,Estimated_Revenue,Arrival_Year,Arrival_Month,Arrival_Month_Name,Total_Guests,Revenue_per_Night,Booking_Year,Lead_Time_Days_Outlier,Total_Nights_Outlier,ADR_Outlier,Estimated_Revenue_Outlier,Days_In_Waiting_List_Outlier,Satisfaction_Score_Outlier
HTL001498,City Hotel,Amsterdam,2025-06-10,2025-07-28,48,0,1,3,0.0,0,USA,Groups,TA/TO,0,0,0,C,C,0,Non Refund,113.0,1035.0,0,Contract,HB,1,93.54,2,2,3.63,Canceled,1,2025-07-28,93.54,2025,7,July,3.0,93.54,2025,False,False,False,False,False,False
HTL019271,City Hotel,London,2024-12-14,2025-06-23,191,1,3,2,0.0,0,PRT,Direct,Direct,1,0,8,F,F,0,Non Refund,129.0,Unknown,0,Transient,HB,4,155.51,0,3,4.71,Canceled,1,2025-06-24,622.04,2025,6,June,2.0,155.51,2024,False,False,False,False,False,False
HTL012555,City Hotel,Barcelona,2025-08-12,2026-06-26,318,2,1,3,0.0,0,NOR,Offline TA/TO,TA/TO,0,0,0,D,H,0,Non Refund,49.0,Unknown,0,Transient-Party,Undefined,3,144.66,0,1,3.88,Canceled,1,2026-06-28,433.97,2026,6,June,3.0,144.65666666666667,2025,False,False,False,False,False,False
HTL010774,City Hotel,Amsterdam,2024-06-04,2024-09-05,93,2,4,2,0.0,0,AUS,Corporate,Corporate,0,0,0,B,B,0,No Deposit,4.0,1095.0,0,Transient,HB,6,90.83,0,5,4.06,Canceled,1,2024-09-11,544.99,2024,9,September,2.0,90.83166666666666,2024,False,False,False,False,False,False
HTL003380,City Hotel,London,2024-04-05,2024-05-31,56,2,2,2,0.0,0,IRL,Direct,Direct,0,0,0,C,E,3,No Deposit,22.0,Unknown,0,Contract,SC,4,86.87,0,0,2.79,Canceled,1,2024-06-01,347.48,2024,5,May,2.0,86.87,2024,False,False,False,False,False,True
HTL021117,City Hotel,London,2025-06-21,2026-01-12,205,1,0,2,0.0,0,BEL,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,5.0,Unknown,0,Transient-Party,BB,1,86.9,0,2,4.0,No-Show,1,2026-01-12,86.9,2026,1,January,2.0,86.9,2025,False,False,False,False,False,False
HTL009380,City Hotel,Amsterdam,2025-07-18,2026-04-03,259,1,2,2,0.0,0,AUS,Offline TA/TO,TA/TO,0,0,0,D,D,3,No Deposit,104.0,Unknown,0,Group,FB,3,136.56,0,0,4.26,Canceled,1,2026-04-05,409.69,2026,4,April,2.0,136.56333333333333,2025,False,False,False,False,False,False
HTL012055,City Hotel,Dubai,2025-05-20,2025-09-24,127,3,2,2,1.0,0,AUS,Corporate,Corporate,0,0,0,D,D,0,No Deposit,173.0,1044.0,0,Transient-Party,BB,5,111.87,0,3,3.85,Check-Out,0,2025-09-28,559.35,2025,9,September,3.0,111.87,2025,False,False,False,False,False,False
HTL010016,City Hotel,Barcelona,2025-11-17,2026-09-24,311,1,0,1,2.0,0,CHN,Direct,Direct,0,0,0,B,B,3,No Deposit,128.0,Unknown,0,Transient-Party,SC,1,63.8,0,3,4.3,Check-Out,0,2026-09-24,63.8,2026,9,September,3.0,63.8,2025,False,False,False,False,False,False
HTL013471,Resort Hotel,Phuket,2024-04-08,2024-08-25,139,3,0,2,1.0,0,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,8.0,1036.0,0,Contract,FB,3,119.88,0,2,4.01,Check-Out,0,2024-08-26,359.65,2024,8,August,3.0,119.88333333333333,2024,False,False,False,False,False,False
HTL006570,Resort Hotel,Maldives,2024-08-16,2024-10-27,72,0,3,2,0.0,1,JPN,Online TA,TA/TO,1,0,5,D,D,1,No Deposit,9.0,Unknown,0,Group,FB,3,122.52,0,1,4.41,Check-Out,0,2024-10-27,367.56,2024,10,October,3.0,122.52,2024,False,False,False,False,False,False
HTL004415,Resort Hotel,Goa,2024-06-19,2025-02-21,247,1,7,2,0.0,0,DNK,Online TA,TA/TO,0,0,0,F,F,0,Non Refund,124.0,Unknown,0,Group,Undefined,8,184.38,0,0,3.2,Canceled,1,2025-02-27,1475.0,2025,2,February,2.0,184.375,2024,False,False,False,False,False,False
HTL020582,City Hotel,Lisbon,2024-05-31,2025-03-07,280,1,2,1,0.0,0,IRL,Online TA,TA/TO,1,0,8,D,D,0,No Deposit,Unknown,Unknown,0,Contract,Undefined,3,139.68,1,0,3.47,Canceled,1,2025-03-10,419.05,2025,3,March,1.0,139.68333333333334,2024,False,False,False,False,False,False
HTL005585,City Hotel,Dubai,2024-05-06,2024-11-08,186,1,0,2,2.0,0,USA,Online TA,TA/TO,0,0,0,E,E,0,Non Refund,67.0,Unknown,30,Group,HB,1,91.37,0,1,2.96,Canceled,1,2024-11-09,91.37,2024,11,November,4.0,91.37,2024,False,False,False,False,True,False
HTL014231,City Hotel,Barcelona,2024-05-03,2024-06-14,42,0,3,2,0.0,0,USA,Groups,Direct,0,0,0,F,F,0,Non Refund,80.0,Unknown,0,Transient-Party,BB,3,148.34,0,0,3.31,Check-Out,0,2024-06-16,445.02,2024,6,June,2.0,148.34,2024,False,False,False,False,False,False
HTL011577,Resort Hotel,Goa,2025-12-01,2026-06-02,183,2,2,2,1.0,0,DNK,Groups,Corporate,0,0,0,B,B,2,No Deposit,69.0,1067.0,0,Group,SC,4,142.86,1,2,4.49,Canceled,1,2026-06-04,571.46,2026,6,June,3.0,142.865,2025,False,False,False,False,False,False
HTL014576,City Hotel,Algarve,2024-08-05,2024-08-07,2,1,6,2,0.0,0,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,40.0,1095.0,0,Transient,FB,7,135.53,0,1,4.12,Check-Out,0,2024-08-08,948.72,2024,8,August,2.0,135.53142857142856,2024,False,False,False,False,False,False
HTL001253,City Hotel,Lisbon,2024-06-07,2025-01-18,225,1,1,2,0.0,0,IRL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,71.0,Unknown,0,Transient-Party,Unknown,2,88.56,0,0,3.79,Canceled,1,2025-01-19,177.13,2025,1,January,2.0,88.565,2024,False,False,False,False,False,False
HTL003726,Resort Hotel,Algarve,2025-09-12,2026-08-27,349,0,4,2,0.0,0,DNK,Direct,Direct,0,0,0,H,H,0,No Deposit,103.0,Unknown,0,Contract,SC,4,255.99,0,0,3.74,Check-Out,0,2026-08-28,1023.96,2026,8,August,2.0,255.99,2025,False,False,False,False,False,False
HTL016790,City Hotel,Amsterdam,2024-04-29,2024-06-07,39,1,4,2,0.0,0,IND,Online TA,TA/TO,1,0,2,G,G,0,Non Refund,134.0,Unknown,1,Contract,HB,5,176.35,2,0,3.56,Canceled,1,2024-06-09,881.77,2024,6,June,2.0,176.35399999999998,2024,False,False,False,False,False,False
HTL016804,City Hotel,Amsterdam,2025-12-15,2026-08-27,255,1,1,3,0.0,0,BRA,Offline TA/TO,TA/TO,0,0,0,B,B,1,No Deposit,127.0,Unknown,0,Transient,HB,2,102.49,0,1,3.45,Canceled,1,2026-08-28,204.98,2026,8,August,3.0,102.49,2025,False,False,False,False,False,False
HTL014160,Resort Hotel,Maldives,2025-12-23,2025-12-29,6,2,3,2,2.0,0,SWE,Offline TA/TO,TA/TO,0,0,0,G,A,1,No Deposit,93.0,Unknown,30,Group,FB,5,199.0,0,0,2.9,Check-Out,0,2025-12-31,995.0,2025,12,December,4.0,199.0,2025,False,False,False,False,True,False
HTL007969,City Hotel,Amsterdam,2025-03-28,2025-11-19,236,1,0,3,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,Non Refund,67.0,Unknown,3,Transient,BB,1,77.39,0,1,4.13,No-Show,1,2025-11-20,77.39,2025,11,November,3.0,77.39,2025,False,False,False,False,True,False
HTL017945,City Hotel,Amsterdam,2025-12-01,2026-08-02,244,0,4,3,0.0,0,IRL,Online TA,TA/TO,0,0,0,D,E,4,Refundable,46.0,Unknown,0,Group,Undefined,4,120.4,0,2,3.88,Canceled,1,2026-08-04,481.61,2026,8,August,3.0,120.4025,2025,False,False,False,False,False,False
HTL011807,City Hotel,Barcelona,2025-04-17,2025-06-19,63,0,1,2,0.0,0,CHN,Groups,TA/TO,0,0,0,B,B,1,No Deposit,47.0,1047.0,3,Transient-Party,BB,1,88.85,0,0,3.32,Check-Out,0,2025-06-19,88.85,2025,6,June,2.0,88.85,2025,False,False,False,False,True,False
HTL003486,Resort Hotel,Maldives,2025-05-14,2025-06-05,22,1,6,2,0.0,0,GBR,Online TA,TA/TO,1,0,4,C,C,1,No Deposit,46.0,Unknown,0,Group,HB,7,163.96,0,0,3.47,Check-Out,0,2025-06-10,1147.7,2025,6,June,2.0,163.95714285714286,2025,False,False,False,False,False,False
HTL014224,City Hotel,Barcelona,2024-04-11,2024-05-17,36,1,0,2,0.0,0,CHE,Direct,Direct,0,0,0,F,F,0,No Deposit,74.0,Unknown,0,Contract,SC,1,116.17,2,0,3.49,No-Show,1,2024-05-17,116.17,2024,5,May,2.0,116.17,2024,False,False,False,False,False,False
HTL014733,Resort Hotel,Phuket,2024-08-29,2025-04-10,224,3,2,2,1.0,1,JPN,Offline TA/TO,TA/TO,0,0,0,H,C,0,No Deposit,12.0,Unknown,3,Transient-Party,FB,5,219.09,0,2,3.54,Check-Out,0,2025-04-15,1095.46,2025,4,April,4.0,219.092,2024,False,False,False,False,True,False
HTL011356,Resort Hotel,Algarve,2024-09-04,2025-01-08,126,2,2,2,1.0,0,GBR,Online TA,TA/TO,0,0,0,B,B,0,Non Refund,122.0,Unknown,0,Transient-Party,FB,4,127.82,0,1,4.15,Canceled,1,2025-01-12,511.26,2025,1,January,3.0,127.815,2024,False,False,False,False,False,False
HTL024763,City Hotel,London,2025-11-03,2026-08-07,277,1,3,2,0.0,0,DNK,Groups,Corporate,0,0,0,H,A,0,Non Refund,144.0,1032.0,0,Transient,Undefined,4,166.46,0,1,3.72,Canceled,1,2026-08-09,665.84,2026,8,August,2.0,166.46,2025,False,False,False,False,False,False
HTL010153,City Hotel,Amsterdam,2025-04-07,2025-06-30,84,0,1,2,2.0,0,BRA,Offline TA/TO,TA/TO,0,0,0,F,F,2,No Deposit,98.0,Unknown,0,Transient,Undefined,1,141.79,0,0,3.67,Check-Out,0,2025-07-01,141.79,2025,6,June,4.0,141.79,2025,False,False,False,False,False,False
HTL015880,Resort Hotel,Goa,2025-04-21,2025-09-29,161,2,2,2,0.0,0,BRA,Groups,Direct,0,0,0,A,A,0,Non Refund,87.0,1112.0,0,Contract,HB,4,128.69,0,0,4.17,No-Show,1,2025-10-02,514.75,2025,9,September,2.0,128.6875,2025,False,False,False,False,False,False
HTL006023,City Hotel,Barcelona,2025-11-28,2026-10-24,330,1,0,2,0.0,0,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,2,Non Refund,30.0,Unknown,0,Group,SC,1,79.73,0,2,3.4,Canceled,1,2026-10-24,79.73,2026,10,October,2.0,79.73,2025,False,False,False,False,False,False
HTL009155,City Hotel,Lisbon,2025-05-13,2025-11-14,185,0,2,2,2.0,0,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,Non Refund,62.0,Unknown,2,Transient,Undefined,2,98.52,0,0,4.06,Canceled,1,2025-11-15,197.05,2025,11,November,4.0,98.525,2025,False,False,False,False,False,False
HTL005294,City Hotel,Amsterdam,2024-06-10,2024-10-07,119,0,5,3,0.0,0,AUS,Direct,Direct,0,0,0,C,H,0,No Deposit,102.0,Unknown,5,Contract,BB,5,81.85,0,1,3.29,Check-Out,0,2024-10-11,409.26,2024,10,October,3.0,81.852,2024,False,False,False,False,True,False
HTL019797,City Hotel,Barcelona,2024-03-26,2024-06-26,92,0,5,3,2.0,0,AUS,Online TA,TA/TO,1,0,5,E,E,2,No Deposit,55.0,Unknown,0,Contract,FB,5,144.12,0,2,4.78,Check-Out,0,2024-06-29,720.58,2024,6,June,5.0,144.116,2024,False,False,False,False,False,False
HTL021034,Resort Hotel,Phuket,2025-02-25,2025-05-30,94,2,3,2,0.0,0,AUS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,41.0,Unknown,3,Contract,HB,5,239.26,1,2,3.91,Check-Out,0,2025-05-31,1196.28,2025,5,May,2.0,239.256,2025,False,False,False,False,True,False
HTL004286,City Hotel,Barcelona,2024-08-12,2025-03-29,229,0,3,4,1.0,0,BEL,Direct,Direct,0,0,0,C,C,0,Non Refund,151.0,Unknown,0,Transient,HB,3,108.62,0,0,3.65,Canceled,1,2025-04-01,325.85,2025,3,March,5.0,108.61666666666667,2024,False,False,False,False,False,False
HTL006450,City Hotel,Lisbon,2024-05-25,2025-01-09,229,1,3,2,0.0,0,IND,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,42.0,Unknown,7,Group,FB,4,71.36,0,3,3.45,Canceled,1,2025-01-09,285.45,2025,1,January,2.0,71.3625,2024,False,False,False,False,True,False
HTL014320,City Hotel,Lisbon,2025-07-03,2025-10-26,115,2,0,2,1.0,0,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,166.0,Unknown,0,Group,BB,2,114.9,0,1,3.66,Canceled,1,2025-10-28,229.81,2025,10,October,3.0,114.905,2025,False,False,False,False,False,False
HTL021308,City Hotel,Barcelona,2025-01-10,2025-11-02,296,2,2,2,0.0,0,CAN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,124.0,Unknown,0,Group,FB,4,170.26,1,0,3.7,Canceled,1,2025-11-05,681.02,2025,11,November,2.0,170.255,2025,False,False,False,False,False,False
HTL009266,Resort Hotel,Phuket,2025-11-26,2026-02-22,88,2,1,2,0.0,0,ARE,Online TA,TA/TO,0,0,0,H,C,1,Non Refund,132.0,Unknown,0,Contract,HB,3,228.95,0,1,4.26,Check-Out,0,2026-02-24,686.85,2026,2,February,2.0,228.95000000000002,2025,False,False,False,False,False,False
HTL004441,City Hotel,London,2025-11-10,2026-01-10,61,3,0,2,0.0,0,DNK,Corporate,Corporate,1,0,1,C,C,0,No Deposit,128.0,1006.0,0,Group,SC,3,102.61,0,2,3.68,Canceled,1,2026-01-10,307.84,2026,1,January,2.0,102.61333333333333,2025,False,False,False,False,False,False
HTL024352,City Hotel,London,2024-03-05,2024-08-17,165,0,1,2,0.0,0,CHN,Online TA,TA/TO,1,0,2,E,E,0,No Deposit,170.0,Unknown,0,Transient,Undefined,1,136.36,0,2,3.38,Check-Out,0,2024-08-18,136.36,2024,8,August,2.0,136.36,2024,False,False,False,False,False,False
HTL016433,City Hotel,Lisbon,2024-12-15,2025-01-13,29,1,2,2,0.0,0,BRA,Corporate,Corporate,0,0,0,A,A,0,Non Refund,172.0,1029.0,0,Transient,Undefined,3,105.2,0,1,3.84,Canceled,1,2025-01-15,315.61,2025,1,January,2.0,105.20333333333333,2024,False,False,False,False,False,False
HTL018090,Resort Hotel,Algarve,2025-05-26,2025-11-15,173,0,2,4,0.0,0,CAN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,143.0,Unknown,5,Group,FB,2,134.06,0,2,3.79,Canceled,1,2025-11-17,268.13,2025,11,November,4.0,134.065,2025,False,False,False,False,True,False
HTL016970,City Hotel,Amsterdam,2025-02-04,2025-07-13,159,1,0,2,1.0,0,BRA,Online TA,TA/TO,0,0,0,C,F,2,Non Refund,152.0,Unknown,0,Group,Undefined,1,158.27,0,0,3.82,No-Show,1,2025-07-13,158.27,2025,7,July,3.0,158.27,2025,False,False,False,False,False,False
HTL017687,City Hotel,London,2025-08-17,2026-07-03,320,0,3,3,0.0,0,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,141.0,Unknown,0,Transient,HB,3,155.21,0,2,3.82,Canceled,1,2026-07-06,465.63,2026,7,July,3.0,155.21,2025,False,False,False,False,False,False
HTL017304,Resort Hotel,Goa,2025-09-19,2026-05-06,229,2,4,2,2.0,0,ARE,Online TA,TA/TO,1,0,6,E,E,0,No Deposit,15.0,Unknown,0,Transient,FB,6,167.22,0,0,3.87,Canceled,1,2026-05-08,1003.32,2026,5,May,4.0,167.22,2025,False,False,False,False,False,False
HTL005177,City Hotel,Barcelona,2025-04-16,2025-10-07,174,3,1,3,0.0,0,GBR,Offline TA/TO,TA/TO,1,0,12,F,D,0,Non Refund,118.0,Unknown,0,Transient-Party,SC,4,149.82,0,0,4.12,Canceled,1,2025-10-07,599.29,2025,10,October,3.0,149.8225,2025,False,False,False,False,False,False
HTL000566,Resort Hotel,Bali,2025-07-01,2025-09-14,75,1,4,2,1.0,0,SAU,Offline TA/TO,TA/TO,1,1,5,B,B,0,Non Refund,141.0,Unknown,0,Group,BB,5,151.38,0,0,3.9,Check-Out,0,2025-09-19,756.9,2025,9,September,3.0,151.38,2025,False,False,False,False,False,False
HTL009945,City Hotel,Lisbon,2025-11-23,2026-02-07,76,3,0,4,1.0,0,BRA,Corporate,Corporate,1,0,12,D,D,2,Non Refund,69.0,Unknown,0,Group,FB,3,92.76,0,0,4.43,Canceled,1,2026-02-09,278.28,2026,2,February,5.0,92.75999999999999,2025,False,False,False,False,False,False
HTL014821,City Hotel,Amsterdam,2025-10-20,2026-09-17,332,0,3,3,1.0,0,CHN,Direct,Direct,0,0,0,G,F,1,Non Refund,53.0,Unknown,1,Contract,Undefined,3,136.95,0,0,4.33,Canceled,1,2026-09-19,410.86,2026,9,September,4.0,136.95333333333335,2025,False,False,False,False,False,False
HTL007683,Resort Hotel,Goa,2025-02-28,2025-04-20,51,1,3,3,0.0,0,JPN,Online TA,TA/TO,0,0,0,H,H,2,Non Refund,97.0,Unknown,0,Group,Unknown,4,227.24,0,0,3.19,Canceled,1,2025-04-22,908.95,2025,4,April,3.0,227.2375,2025,False,False,False,False,False,False
HTL020769,Resort Hotel,Algarve,2024-04-30,2024-08-03,95,3,5,4,0.0,0,AUS,Online TA,TA/TO,0,0,0,H,F,1,Non Refund,148.0,Unknown,0,Transient,FB,8,266.44,1,0,2.6,Canceled,1,2024-08-05,2131.54,2024,8,August,4.0,266.4425,2024,False,False,True,True,False,True
HTL002319,City Hotel,London,2025-04-06,2025-06-10,65,2,0,3,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,Non Refund,97.0,Unknown,0,Group,HB,2,139.12,0,0,3.26,Check-Out,0,2025-06-12,278.23,2025,6,June,3.0,139.115,2025,False,False,False,False,False,False
HTL017717,City Hotel,London,2024-11-20,2025-01-23,64,0,1,2,1.0,0,CHE,Online TA,TA/TO,0,0,0,C,G,0,No Deposit,15.0,Unknown,2,Transient-Party,SC,1,83.33,0,0,3.77,Check-Out,0,2025-01-24,83.33,2025,1,January,3.0,83.33,2024,False,False,False,False,False,False
HTL020813,City Hotel,Amsterdam,2025-12-25,2026-10-17,296,0,2,2,1.0,0,DNK,Corporate,Corporate,1,0,9,F,F,1,Non Refund,104.0,1050.0,0,Group,Undefined,2,125.26,0,1,3.86,Canceled,1,2026-10-19,250.53,2026,10,October,3.0,125.265,2025,False,False,False,False,False,False
HTL003301,Resort Hotel,Goa,2024-08-13,2024-09-22,40,1,3,2,0.0,0,POL,Online TA,TA/TO,0,0,0,C,C,1,Non Refund,149.0,Unknown,0,Group,Undefined,4,169.33,1,2,4.18,Canceled,1,2024-09-26,677.33,2024,9,September,2.0,169.3325,2024,False,False,False,False,False,False
HTL008517,City Hotel,Barcelona,2024-03-24,2024-09-30,190,3,1,2,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,H,H,1,No Deposit,74.0,Unknown,0,Transient-Party,FB,4,176.6,0,0,2.92,No-Show,1,2024-10-02,706.4,2024,9,September,2.0,176.6,2024,False,False,False,False,False,False
HTL021452,Resort Hotel,Goa,2025-05-12,2025-07-21,70,0,5,2,0.0,0,CHN,Direct,Direct,0,0,0,E,E,2,No Deposit,144.0,Unknown,1,Contract,SC,5,200.62,0,1,4.61,Check-Out,0,2025-07-24,1003.11,2025,7,July,2.0,200.622,2025,False,False,False,False,False,False
HTL007556,City Hotel,London,2025-11-25,2026-05-15,171,3,2,2,0.0,0,ESP,Offline TA/TO,TA/TO,0,0,0,F,F,1,No Deposit,159.0,Unknown,0,Contract,FB,5,146.65,0,1,3.96,Check-Out,0,2026-05-18,733.26,2026,5,May,2.0,146.652,2025,False,False,False,False,False,False
HTL015851,City Hotel,London,2025-04-20,2025-09-07,140,1,0,2,1.0,0,DNK,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,64.0,Unknown,5,Transient-Party,Undefined,1,125.79,0,2,3.67,Check-Out,0,2025-09-08,125.79,2025,9,September,3.0,125.79,2025,False,False,False,False,True,False
HTL018476,City Hotel,Amsterdam,2024-09-28,2025-07-24,299,0,4,2,1.0,0,IND,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,132.0,Unknown,0,Contract,HB,4,183.91,1,1,4.0,Canceled,1,2025-07-25,735.63,2025,7,July,3.0,183.9075,2024,False,False,False,False,False,False
HTL024047,City Hotel,Barcelona,2024-11-16,2025-08-26,283,3,0,3,0.0,0,GBR,Online TA,TA/TO,0,0,0,F,F,0,Refundable,58.0,Unknown,1,Transient-Party,BB,3,134.18,0,2,4.18,Canceled,1,2025-08-29,402.54,2025,8,August,3.0,134.18,2024,False,False,False,False,False,False
HTL007538,City Hotel,Dubai,2024-08-21,2024-09-15,25,3,0,2,2.0,0,DNK,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,143.0,Unknown,14,Transient,BB,3,80.63,0,0,3.01,Check-Out,0,2024-09-18,241.9,2024,9,September,4.0,80.63333333333334,2024,False,False,False,False,True,False
HTL005203,City Hotel,Lisbon,2024-01-22,2024-04-30,99,3,2,3,0.0,0,DNK,Offline TA/TO,TA/TO,0,0,0,F,F,4,Non Refund,39.0,Unknown,0,Transient,SC,5,130.9,0,1,4.38,Canceled,1,2024-05-04,654.5,2024,4,April,3.0,130.9,2024,False,False,False,False,False,False
HTL008671,City Hotel,Dubai,2025-10-12,2026-01-17,97,0,1,2,2.0,0,IND,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,163.0,Unknown,0,Group,BB,1,114.69,0,1,4.76,Canceled,1,2026-01-17,114.69,2026,1,January,4.0,114.69,2025,False,False,False,False,False,False
HTL018457,City Hotel,Lisbon,2025-05-13,2025-12-16,217,1,5,2,1.0,0,ARE,Direct,Direct,0,0,0,A,A,2,No Deposit,85.0,Unknown,0,Contract,Unknown,6,81.04,0,1,3.98,Check-Out,0,2025-12-20,486.27,2025,12,December,3.0,81.045,2025,False,False,False,False,False,False
HTL014711,Resort Hotel,Phuket,2025-03-06,2025-10-01,209,0,5,2,1.0,0,FRA,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,67.0,Unknown,0,Group,BB,5,158.73,0,0,4.06,Check-Out,0,2025-10-01,793.65,2025,10,October,3.0,158.73,2025,False,False,False,False,False,False
HTL018399,City Hotel,London,2025-09-14,2026-03-12,179,0,1,2,3.0,0,BEL,Online TA,TA/TO,0,0,0,F,F,2,Non Refund,11.0,Unknown,0,Contract,SC,1,136.11,0,1,4.19,Canceled,1,2026-03-13,136.11,2026,3,March,5.0,136.11,2025,False,False,False,False,False,False
HTL021057,Resort Hotel,Bali,2024-06-27,2025-04-03,280,0,7,3,0.0,0,ARE,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,99.0,Unknown,0,Transient,BB,7,131.18,0,2,3.62,Canceled,1,2025-04-08,918.28,2025,4,April,3.0,131.18285714285713,2024,False,False,False,False,False,False
HTL020423,City Hotel,Amsterdam,2024-07-22,2024-08-08,17,0,3,2,0.0,0,CHN,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,171.0,Unknown,0,Contract,FB,3,153.22,0,1,3.77,Check-Out,0,2024-08-08,459.65,2024,8,August,2.0,153.21666666666667,2024,False,False,False,False,False,False
HTL011785,City Hotel,Amsterdam,2025-10-14,2026-05-11,209,1,3,1,0.0,0,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,90.0,Unknown,0,Transient-Party,FB,4,92.96,0,0,3.38,Canceled,1,2026-05-14,371.85,2026,5,May,1.0,92.9625,2025,False,False,False,False,False,False
HTL012424,City Hotel,Lisbon,2024-05-23,2024-11-11,172,2,1,2,0.0,0,BEL,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,45.0,Unknown,1,Transient,BB,3,96.73,0,2,4.56,Canceled,1,2024-11-11,290.18,2024,11,November,2.0,96.72666666666667,2024,False,False,False,False,False,False
HTL024884,Resort Hotel,Algarve,2024-07-24,2025-06-21,332,2,3,2,0.0,0,AUS,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,70.0,Unknown,0,Contract,FB,5,284.67,0,2,3.98,Canceled,1,2025-06-21,1423.33,2025,6,June,2.0,284.666,2024,False,False,True,False,False,False
HTL003463,City Hotel,London,2024-10-08,2025-08-10,306,1,0,2,0.0,0,SAU,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,17.0,Unknown,0,Transient-Party,Undefined,1,171.42,0,0,4.85,Check-Out,0,2025-08-10,171.42,2025,8,August,2.0,171.42,2024,False,False,False,False,False,False
HTL008284,City Hotel,London,2024-09-07,2025-02-23,169,0,2,2,0.0,0,Unknown,Corporate,Corporate,0,0,0,C,C,0,No Deposit,32.0,1049.0,0,Transient,Undefined,2,44.93,0,4,3.63,Check-Out,0,2025-02-23,89.85,2025,2,February,2.0,44.925,2024,False,False,False,False,False,False
HTL006576,City Hotel,Lisbon,2024-11-08,2025-01-30,83,1,0,3,0.0,0,ITA,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,6.0,Unknown,1,Group,FB,1,61.47,0,0,3.51,Check-Out,0,2025-01-31,61.47,2025,1,January,3.0,61.47,2024,False,False,False,False,False,False
HTL001736,Resort Hotel,Algarve,2024-04-10,2024-11-13,217,2,0,2,0.0,0,Unknown,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,58.0,Unknown,30,Contract,Undefined,2,144.19,0,1,2.79,Canceled,1,2024-11-15,288.39,2024,11,November,2.0,144.195,2024,False,False,False,False,True,True
HTL020358,City Hotel,Lisbon,2025-06-17,2025-10-31,136,0,5,2,0.0,0,DEU,Direct,Direct,0,0,0,H,H,0,No Deposit,157.0,Unknown,0,Group,BB,5,170.43,0,0,4.66,Check-Out,0,2025-10-31,852.17,2025,10,October,2.0,170.434,2025,False,False,False,False,False,False
HTL023465,Resort Hotel,Maldives,2024-11-20,2025-06-06,198,3,2,2,3.0,0,USA,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,99.0,Unknown,0,Contract,SC,5,170.1,0,2,3.77,Check-Out,0,2025-06-10,850.52,2025,6,June,5.0,170.10399999999998,2024,False,False,False,False,False,False
HTL015030,Resort Hotel,Goa,2025-05-21,2025-09-13,115,0,4,2,0.0,0,PRT,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,154.0,Unknown,0,Transient-Party,BB,4,165.69,0,2,3.57,Canceled,1,2025-09-13,662.76,2025,9,September,2.0,165.69,2025,False,False,False,False,False,False
HTL006999,Resort Hotel,Goa,2025-06-27,2026-05-06,313,0,3,2,1.0,0,Unknown,Online TA,TA/TO,0,0,0,B,B,1,Non Refund,117.0,Unknown,0,Contract,HB,3,164.12,0,0,3.49,Canceled,1,2026-05-06,492.35,2026,5,May,3.0,164.11666666666667,2025,False,False,False,False,False,False
